dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
dummy_value	82424	what+are+you+doing+new+years+eve_20144704.html	82422	what+are+you+doing+new+years+eve_20027452.html
dummy_value	72934	take+it+to+the+limit_20805980.html	43332	jockey+full+of+bourbon_20138924.html
dummy_value	21249	draw+me+close_10180217.html	21248	draw+me+close+to+you_20626652.html
dummy_value	25116	fire+down+below_20729222.html	25114	fire+down+below_20021956.html
dummy_value	67095	she+loves+me+she+loves+me+not_20634246.html	67094	she+loves+me+not_20052568.html
dummy_value	57818	oh+father_20814345.html	31881	heartache+tonight_20044506.html
dummy_value	73384	teach+me+tonight_20723205.html	73383	teach+me+tonight_20700680.html
dummy_value	34345	hot+dog_20081909.html	9606	blind+love_20021999.html
dummy_value	11771	burning+down+the+house_20138359.html	11770	burning+down+the+house_20135067.html
dummy_value	57818	oh+father_20814345.html	31882	heartache+tonight_20464280.html
dummy_value	26416	frail+grasp+on+the+big+picture_20660632.html	3464	all+the+time_20679093.html
dummy_value	76083	the+one+i+love_20115231.html	4560	angel_20086921.html
dummy_value	34695	how+high_20536850.html	27527	get+behind+the+mule_20138873.html
dummy_value	66831	shake+rattle+roll_20066260.html	12888	cant+stop_20086992.html
dummy_value	65941	scared+of+the+moon_20486416.html	15840	coney+island+baby_20174293.html
dummy_value	43064	jeremy_20075467.html	4560	angel_20086921.html
dummy_value	81434	walk+this+way_20004224.html	10496	born+to+boogie_20160259.html
dummy_value	66831	shake+rattle+roll_20066260.html	12882	cant+stop+this+thing+we+started_20025535.html
dummy_value	83521	white+moon_10187178.html	60846	picture+in+a+frame_20138877.html
dummy_value	34448	hound+dog_20832764.html	34445	hound+dog_20476224.html
dummy_value	34448	hound+dog_20832764.html	34442	hound+dog_20122673.html
dummy_value	60846	picture+in+a+frame_20138877.html	35743	i+cant+tell+you+why_20144418.html
dummy_value	56831	nobodys+fault+but+mine_20062498.html	40869	in+this+life_20086850.html
dummy_value	80536	until_20277730.html	38658	if+i+have+to+go_20684055.html
dummy_value	55632	never+let+go_20679059.html	16664	crimes+of+passion_20086904.html
dummy_value	73267	tangerine_20064397.html	21001	down+down+down_20138948.html
dummy_value	49097	lost+in+the+harbor_20245574.html	3343	all+stripped+down_20138804.html
dummy_value	10302	bonzos+montreux_20158767.html	3496	all+the+world+is+green_20239010.html
dummy_value	52606	midsummer+morning_20075473.html	47129	lie+to+me_20679070.html
dummy_value	74688	the+crunge_20082012.html	34429	hots+on+for+nowhere_20082000.html
dummy_value	38246	i+wish_20337973.html	19231	disappear_10090142.html
dummy_value	43086	jerusalem_20143622.html	9453	blakes+jerusalem_20018236.html
dummy_value	61009	pirate+jenny_20100640.html	61008	pirate+jenny_20088554.html
dummy_value	62848	ramble+on_20082096.html	31945	heartbreaker_20965226.html
