id_set_1	id_set_2	dummy_field	name_set_1	name_set_2
32977	32976	dummy_value	hey+jude_20824252.html	hey+jude_20807126.html
32977	32974	dummy_value	hey+jude_20824252.html	hey+jude_20105555.html
32977	32975	dummy_value	hey+jude_20824252.html	hey+jude_20223101.html
66831	22042	dummy_value	shake+rattle+roll_20066260.html	easy+ride_20086824.html
57570	33902	dummy_value	o+holy+night_20516511.html	holy+night_20661969.html
75129	13470	dummy_value	the+gift+of+the+magi_20075478.html	celebration+day_20082062.html
49181	699	dummy_value	louder+than+words_21089038.html	9th+hennepin_20138913.html
29064	18739	dummy_value	going+to+california_20081904.html	devil+wouldnt+recognize+you_20740244.html
12882	3343	dummy_value	cant+stop+this+thing+we+started_20025535.html	all+stripped+down_20138804.html
23245	19747	dummy_value	everybody+hurts_20693319.html	doctor+junk_20075460.html
30010	30009	dummy_value	great+in+power_20803900.html	great+in+power_20626624.html
66152	26789	dummy_value	search.php.html	friends_20681821.html
72025	25101	dummy_value	summer+of+69_20025490.html	fire+and+rain_20586062.html
50584	1911	dummy_value	lyin+eyes_20044572.html	achilles+last+stand_20081878.html
47875	38246	dummy_value	little+ghost_10187177.html	i+wish_20337973.html
70580	59704	dummy_value	stairway+to+heaven_20082076.html	over+the+hills+far+away_20081965.html
18617	12624	dummy_value	desperado_20044565.html	candy+store+rock_20081889.html
69838	21583	dummy_value	song+for+you+far+away_20069303.html	driver+8_20065911.html
33340	33339	dummy_value	highway+star_20679533.html	highway+star_20038723.html
1555	1554	dummy_value	a+song+for+you_20027430.html	a+song+for+you_20007869.html
43089	9453	dummy_value	jerusalem_20887375.html	blakes+jerusalem_20018236.html
30844	17289	dummy_value	hanky+panky_20086875.html	daisy+summer+piper_20075458.html
34345	23245	dummy_value	hot+dog_20081909.html	everybody+hurts_20693319.html
26416	4856	dummy_value	frail+grasp+on+the+big+picture_20660632.html	another+mans+vine_20463916.html
81272	23244	dummy_value	waiting+in+the+weeds_20660819.html	everybody+hurts_20687671.html
25757	14431	dummy_value	fool+in+the+rain_20081899.html	christmas+time_20025571.html
50391	23245	dummy_value	lowdown_20724803.html	everybody+hurts_20693319.html
55632	47875	dummy_value	never+let+go_20679059.html	little+ghost_10187177.html
21982	21981	dummy_value	east+of+the+sun_20817461.html	east+of+the+sun+west+of+the+moon_20810690.html
24751	24750	dummy_value	feels+like+home_20195191.html	feels+like+home_20195189.html
21717	21716	dummy_value	dry+your+eyes_20189716.html	dry+your+eyes_20098886.html
11134	11132	dummy_value	bridge+over+troubled+water_20502219.html	bridge+over+troubled+water_20159140.html
47858	47849	dummy_value	little+drummer+boy_20665727.html	little+drummer+boy_20022470.html
22098	22097	dummy_value	ebb+tide_20464287.html	ebb+tide_20151331.html
72025	14431	dummy_value	summer+of+69_20025490.html	christmas+time_20025571.html
74069	32704	dummy_value	thats+the+way_20070459.html	here+today+gone+tomorrow_20075464.html
11134	11133	dummy_value	bridge+over+troubled+water_20502219.html	bridge+over+troubled+water_20462434.html
41568	15102	dummy_value	is+your+mama+gonna+miss+ya_20025630.html	cold+cold+ground_20138774.html
24523	24505	dummy_value	father+son_20028183.html	father+and+son+feat+fiona+apple_20201840.html
57818	41117	dummy_value	oh+father_20814345.html	inside+of+me_20086838.html
2199	457	dummy_value	after+the+thrill+is+gone_20044526.html	4+minutes_20736669.html
47858	47856	dummy_value	little+drummer+boy_20665727.html	little+drummer+boy_20246515.html
74798	13470	dummy_value	the+disco+strangler_20044560.html	celebration+day_20082062.html
49028	48555	dummy_value	losing+my+religion_20139606.html	long+gone_20025528.html
47858	47853	dummy_value	little+drummer+boy_20665727.html	little+drummer+boy_20246506.html
21982	21979	dummy_value	east+of+the+sun_20817461.html	east+of+the+sun+and+west+of+the+moon_20800873.html
11134	11125	dummy_value	bridge+over+troubled+water_20502219.html	bridge+over+troubled+water_20022771.html
7889	3343	dummy_value	bedrock+anthem_20145863.html	all+stripped+down_20138804.html
26861	26860	dummy_value	from+out+of+nowhere_20199611.html	from+out+of+nowhere_20052671.html
11134	11129	dummy_value	bridge+over+troubled+water_20502219.html	bridge+over+troubled+water_20143706.html
70580	21103	dummy_value	stairway+to+heaven_20082076.html	down+there+by+the+train_20191745.html
70097	21829	dummy_value	south+station+blues_20004420.html	dyer+maker_20082147.html
31945	3168	dummy_value	heartbreaker_20965226.html	all+my+love_20082142.html
31881	17362	dummy_value	heartache+tonight_20044506.html	dance+2night_20740415.html
76527	76526	dummy_value	the+rose_20022719.html	the+rose_20017078.html
57818	457	dummy_value	oh+father_20814345.html	4+minutes_20736669.html
47956	23244	dummy_value	little+more+time+with+you_20069144.html	everybody+hurts_20687671.html
17732	7998	dummy_value	darkness_20004246.html	before+the+night+is+over_20025507.html
47129	33271	dummy_value	lie+to+me_20679070.html	higher+ground_20114860.html
59505	2696	dummy_value	out+of+control_20313017.html	alice_20232596.html
58669	58663	dummy_value	one+love_21038020.html	one+love_20277802.html
56998	56997	dummy_value	not+forgotten_20601040.html	not+forgotten_20496720.html
71846	1911	dummy_value	subway_20522804.html	achilles+last+stand_20081878.html
42392	27527	dummy_value	its+over_20679077.html	get+behind+the+mule_20138873.html
85335	85334	dummy_value	you+go+to+my+head_20352141.html	you+go+to+my+head_20352139.html
4225	4224	dummy_value	among+my+souvenirs_20822081.html	among+my+souvenirs_20258799.html
40589	37666	dummy_value	in+my+time+of+sorrow_20088665.html	i+thought+id+seen+everything_20734130.html
85334	85333	dummy_value	you+go+to+my+head_20352139.html	you+go+to+my+head_20017961.html
79287	75144	dummy_value	trampled+rose_20658658.html	the+girl+i+love+she+got+long+black+wavy+hair_20081945.html
39171	39170	dummy_value	iko+iko_20766311.html	iko+iko_20643547.html
55070	55068	dummy_value	my+way_21027999.html	my+way_20697193.html
39381	35743	dummy_value	ill+give+you+my+skin_20067414.html	i+cant+tell+you+why_20144418.html
16976	3496	dummy_value	cryin_20621464.html	all+the+world+is+green_20239010.html
39518	39517	dummy_value	ill+wear+it+proudly_20047378.html	ill+wear+it+proudly+live_20239026.html
28128	26086	dummy_value	girl+youll+be+a+woman+soon_20641843.html	forbidden+love_20086966.html
53585	18622	dummy_value	more+than+rain_20138847.html	desperado_20186820.html
47875	39501	dummy_value	little+ghost_10187177.html	ill+take+new+york_20138845.html
8394	699	dummy_value	best+of+my+love_20809640.html	9th+hennepin_20138913.html
53727	27316	dummy_value	mother+father_20086829.html	garth+brooks+christmas+the+gift_20826289.html
55632	4155	dummy_value	never+let+go_20679059.html	american+life_10172428.html
62849	42598	dummy_value	ramble+on_20306756.html	ive+got+a+good+thing+going_20058014.html
10319	6234	dummy_value	boogie+with+stu_20082127.html	baby+come+on+home_20082176.html
43542	43535	dummy_value	joy+to+the+world_20700793.html	joy+to+the+world_20106988.html
30774	18622	dummy_value	hang+down+your+head_20138923.html	desperado_20186820.html
957	955	dummy_value	a+fool+such+as+i_20820015.html	a+fool+such+as+i_10104893.html
73114	27137	dummy_value	taketaketake_10187181.html	future+lovers_20536855.html
66271	47875	dummy_value	secret_20176823.html	little+ghost_10187177.html
32108	6234	dummy_value	heaven_20025499.html	baby+come+on+home_20082176.html
45136	19142	dummy_value	kommienezuspadt_20687233.html	dirt+in+the+ground_20138806.html
83521	34521	dummy_value	white+moon_10187178.html	house+where+nobody+lives_20138875.html
74070	56581	dummy_value	thats+the+way_20081942.html	no+quarter_20082170.html
14845	14834	dummy_value	close+to+you_20823140.html	close+to+you_10057893.html
70097	39942	dummy_value	south+station+blues_20004420.html	im+lonely+but+i+aint+that+lonely+yet_20462469.html
15165	6277	dummy_value	cold+water_20138868.html	baby+gonna+leave+me_20463915.html
41569	31945	dummy_value	isaac_20536851.html	heartbreaker_20965226.html
38658	21829	dummy_value	if+i+have+to+go_20684055.html	dyer+maker_20082147.html
26789	15102	dummy_value	friends_20681821.html	cold+cold+ground_20138774.html
82309	40869	dummy_value	were+gonna+win_20025445.html	in+this+life_20086850.html
73373	17741	dummy_value	tea+for+one_20081939.html	darlene_20081896.html
80536	26789	dummy_value	until_20277730.html	friends_20681821.html
34521	25634	dummy_value	house+where+nobody+lives_20138875.html	flying_10052534.html
42939	8394	dummy_value	jaynes+blue+wish_20679065.html	best+of+my+love_20809640.html
67919	67884	dummy_value	silent+night_20992297.html	silent+night+holy+night_20810881.html
45394	45392	dummy_value	la+vie+en+rose_20249345.html	la+vie+en+rose_20085337.html
73492	9954	dummy_value	teenage+jail_20044509.html	blue+orchid_10187173.html
38658	33859	dummy_value	if+i+have+to+go_20684055.html	hollywood_20086825.html
68748	68741	dummy_value	smile_20098087.html	smile_10179383.html
42121	42120	dummy_value	its+beginning+to+look+a+lot+like+christmas_20766930.html	its+beginning+to+look+a+lot+like+christmas_20312236.html
74798	14701	dummy_value	the+disco+strangler_20044560.html	clap+hands_20138919.html
59704	17741	dummy_value	over+the+hills+far+away_20081965.html	darlene_20081896.html
43064	3343	dummy_value	jeremy_20075467.html	all+stripped+down_20138804.html
35537	35536	dummy_value	i+can+see+for+miles_20146525.html	i+can+see+for+miles_10225944.html
63407	30844	dummy_value	reggatta+de+blanc_20132297.html	hanky+panky_20086875.html
61476	5634	dummy_value	poor+sad+baby_20075476.html	as_20157038.html
81434	34345	dummy_value	walk+this+way_20004224.html	hot+dog_20081909.html
60846	21001	dummy_value	picture+in+a+frame_20138877.html	down+down+down_20138948.html
74319	23245	dummy_value	the+best+of+me_20025564.html	everybody+hurts_20693319.html
29522	21103	dummy_value	good+times+bad+times_20082048.html	down+there+by+the+train_20191745.html
41720	41719	dummy_value	it+doesnt+matter+anymore_20692255.html	it+doesnt+matter+anymore_20313378.html
66152	21941	dummy_value	search.php.html	earth+died+screaming_20138807.html
68748	68747	dummy_value	smile_20098087.html	smile_20092720.html
60576	60575	dummy_value	people_20997917.html	people_20860204.html
29064	6182	dummy_value	going+to+california_20081904.html	babe+im+gonna+leave+you_20082081.html
21103	13516	dummy_value	down+there+by+the+train_20191745.html	cemetery+polka_20138918.html
57149	15840	dummy_value	nothing+fails_10172425.html	coney+island+baby_20174293.html
50964	27527	dummy_value	make+it+rain_20463891.html	get+behind+the+mule_20138873.html
71846	50503	dummy_value	subway_20522804.html	lullaby_20237441.html
50391	41117	dummy_value	lowdown_20724803.html	inside+of+me_20086838.html
16861	3343	dummy_value	cry+baby_20086874.html	all+stripped+down_20138804.html
38246	33450	dummy_value	i+wish_20337973.html	history_20620339.html
30774	20996	dummy_value	hang+down+your+head_20138923.html	down+by+the+seaside_20081995.html
50503	40767	dummy_value	lullaby_20237441.html	in+the+mood_20030045.html
56508	21104	dummy_value	no+one+knows+im+gone_20463888.html	down+there+by+the+train_20679056.html
21829	11394	dummy_value	dyer+maker_20082147.html	bron+y+aur+stomp_20082107.html
68089	47956	dummy_value	since+ive+been+loving+you_20082068.html	little+more+time+with+you_20069144.html
45311	10496	dummy_value	la+isla+bonita_20086977.html	born+to+boogie_20160259.html
22983	19539	dummy_value	even+a+dog+can+shake+hands_10185977.html	do+something_20659782.html
57817	36973	dummy_value	oh+father_20086917.html	i+love+new+york_20536854.html
23788	15165	dummy_value	eyeball+kid_20138870.html	cold+water_20138868.html
53585	20996	dummy_value	more+than+rain_20138847.html	down+by+the+seaside_20081995.html
48604	20996	dummy_value	long+road+out+of+eden_20659173.html	down+by+the+seaside_20081995.html
71351	71348	dummy_value	stop+me_20411193.html	stop+me+if+you+think+youve+heard+this+one+before_20126739.html
71544	15102	dummy_value	strange+weather_20088711.html	cold+cold+ground_20138774.html
70097	38658	dummy_value	south+station+blues_20004420.html	if+i+have+to+go_20684055.html
33450	28128	dummy_value	history_20620339.html	girl+youll+be+a+woman+soon_20641843.html
82114	64937	dummy_value	we+will+rock+you_20349950.html	run+to+you_20025562.html
52606	37666	dummy_value	midsummer+morning_20075473.html	i+thought+id+seen+everything_20734130.html
31419	3496	dummy_value	have+you+seen+the+bright+lily+grow_20535331.html	all+the+world+is+green_20239010.html
22328	22327	dummy_value	eleanor+rigby_20073824.html	eleanor+rigby_20072775.html
65131	65130	dummy_value	s+o+s_20107405.html	s+o+s_20050863.html
50394	49097	dummy_value	lowside+of+the+road_20138876.html	lost+in+the+harbor_20245574.html
4539	4537	dummy_value	angel+of+the+morning_20560413.html	angel+of+the+morning_20022709.html
74319	12618	dummy_value	the+best+of+me_20025564.html	candy+perfume+girl_20086951.html
73492	19539	dummy_value	teenage+jail_20044509.html	do+something_20659782.html
75129	69838	dummy_value	the+gift+of+the+magi_20075478.html	song+for+you+far+away_20069303.html
41117	40188	dummy_value	inside+of+me_20086838.html	im+still+here_20265163.html
75694	75692	dummy_value	the+little+drummer+boy_20143513.html	the+little+drummer+boy_20064493.html
50964	15563	dummy_value	make+it+rain_20463891.html	come+to+the+sunshine_20075457.html
75694	75691	dummy_value	the+little+drummer+boy_20143513.html	the+little+drummer+boy_20004966.html
29217	10357	dummy_value	gone+the+vacuous+house+mix_20206472.html	boom+box+car_20157690.html
78905	40188	dummy_value	tonight_20025644.html	im+still+here_20265163.html
28032	17966	dummy_value	gin+soaked+boy_20138950.html	dead+and+lovely_20463906.html
47830	30844	dummy_value	little+david_20075469.html	hanky+panky_20086875.html
80215	78879	dummy_value	unbrake+my+heart_20541953.html	toni+braxton_20556822.html
66152	20647	dummy_value	search.php.html	dont+stop_20086834.html
59930	59929	dummy_value	pale+blue+eyes_20085322.html	pale+blue+eyes_20065498.html
41211	16861	dummy_value	intervention_20086827.html	cry+baby_20086874.html
9806	9804	dummy_value	blowing+in+the+wind_20614330.html	blowing+in+the+wind_20131948.html
31945	16976	dummy_value	heartbreaker_20965226.html	cryin_20621464.html
66830	42922	dummy_value	shake+rattle+and+roll_20213264.html	january+stars_20225401.html
80536	7998	dummy_value	until_20277730.html	before+the+night+is+over_20025507.html
54438	40791	dummy_value	my+cherie+amor_20267046.html	in+the+neighborhood_20138951.html
78905	24935	dummy_value	tonight_20025644.html	filipino+box+spring+hog_20138871.html
29522	10496	dummy_value	good+times+bad+times_20082048.html	born+to+boogie_20160259.html
75144	22042	dummy_value	the+girl+i+love+she+got+long+black+wavy+hair_20081945.html	easy+ride_20086824.html
27201	20636	dummy_value	gallows+pole_20082064.html	dont+stop+til+you+get+enough_20575624.html
79287	33271	dummy_value	trampled+rose_20658658.html	higher+ground_20114860.html
70580	34345	dummy_value	stairway+to+heaven_20082076.html	hot+dog_20081909.html
76083	25048	dummy_value	the+one+i+love_20115231.html	fine+knacks+for+ladies_20535329.html
9273	9272	dummy_value	black+is+the+color+of+my+true+loves+hair_20808206.html	black+is+the+color+of+my+true+loves+hair_20100553.html
25946	23245	dummy_value	for+once+in+my+life_20058204.html	everybody+hurts_20693319.html
41117	24935	dummy_value	inside+of+me_20086838.html	filipino+box+spring+hog_20138871.html
59577	11394	dummy_value	out+on+the+tiles_20611286.html	bron+y+aur+stomp_20082107.html
4678	4677	dummy_value	angry+all+the+time_21037550.html	angry+all+the+time_20137383.html
24935	23512	dummy_value	filipino+box+spring+hog_20138871.html	everything+you+can+think_20336531.html
31419	15165	dummy_value	have+you+seen+the+bright+lily+grow_20535331.html	cold+water_20138868.html
27969	27967	dummy_value	gigi_20832540.html	gigi_20106806.html
34940	9954	dummy_value	human+nature_20086836.html	blue+orchid_10187173.html
36973	34940	dummy_value	i+love+new+york_20536854.html	human+nature_20086836.html
57842	57582	dummy_value	oh+holy+night_20792690.html	o+holy+night_21049693.html
50074	3496	dummy_value	love+wont+wait_20058247.html	all+the+world+is+green_20239010.html
34695	25048	dummy_value	how+high_20536850.html	fine+knacks+for+ladies_20535329.html
59704	53453	dummy_value	over+the+hills+far+away_20081965.html	moon+in+the+mirror_20075475.html
16976	8394	dummy_value	cryin_20621464.html	best+of+my+love_20809640.html
85013	27616	dummy_value	ying+yang+vs+lil+jon+the+east+side+boyz_20353718.html	get+low_10165393.html
73492	43266	dummy_value	teenage+jail_20044509.html	jimmy+jimmy_20086976.html
53964	34695	dummy_value	mr+bad+guy_10237123.html	how+high_20536850.html
58985	58980	dummy_value	one_20092051.html	one_10159805.html
65941	21583	dummy_value	scared+of+the+moon_20486416.html	driver+8_20065911.html
31460	31426	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+litlle+christmas_20726965.html
44677	44676	dummy_value	killer+queen_20228036.html	killer+queen_20112669.html
58287	41427	dummy_value	on+the+border_20044523.html	ireland_20058001.html
79287	53727	dummy_value	trampled+rose_20658658.html	mother+father_20086829.html
56581	34778	dummy_value	no+quarter_20082170.html	how+many+more+times_20081912.html
31806	31805	dummy_value	heart+of+gold_20531469.html	heart+of+gold_20219611.html
64155	52545	dummy_value	river_20144697.html	midnight+cowboy+song+the_10153807.html
29522	9606	dummy_value	good+times+bad+times_20082048.html	blind+love_20021999.html
74798	19539	dummy_value	the+disco+strangler_20044560.html	do+something_20659782.html
50625	50624	dummy_value	ma+ya+hi+dragostea+din+te+valentinhellip_20458320.html	ma+ya+hi+dragostea+din+te+valentin+club+mix+feat+dan+balan+lucas+prata_20267614.html
63515	5613	dummy_value	remember_20025450.html	as+ugly+as+i+seem_10187182.html
66152	43332	dummy_value	search.php.html	jockey+full+of+bourbon_20138924.html
45136	15616	dummy_value	kommienezuspadt_20687233.html	come+with+me_20560209.html
61434	15165	dummy_value	pony_20138878.html	cold+water_20138868.html
74260	20996	dummy_value	the+battle+of+evermore_20082162.html	down+by+the+seaside_20081995.html
62849	31881	dummy_value	ramble+on_20306756.html	heartache+tonight_20044506.html
62849	31882	dummy_value	ramble+on_20306756.html	heartache+tonight_20464280.html
28369	28367	dummy_value	give+peace+a+chance_20082685.html	give+peace+a+chance_20035223.html
14431	6234	dummy_value	christmas+time_20025571.html	baby+come+on+home_20082176.html
31460	31440	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20139592.html
31460	31442	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20222050.html
48604	3464	dummy_value	long+road+out+of+eden_20659173.html	all+the+time_20679093.html
31460	31441	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20144693.html
31460	31444	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20222057.html
75129	57818	dummy_value	the+gift+of+the+magi_20075478.html	oh+father_20814345.html
31460	31446	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20222059.html
75129	57817	dummy_value	the+gift+of+the+magi_20075478.html	oh+father_20086917.html
3496	3343	dummy_value	all+the+world+is+green_20239010.html	all+stripped+down_20138804.html
31460	31447	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20222064.html
43866	43865	dummy_value	just+as+long+as+you+are+there_20143439.html	just+as+long+as+you+are+there_20082691.html
20890	15472	dummy_value	doolin+daltondesperado+reprise_20044421.html	come+on+up+to+the+house_20138869.html
42922	27527	dummy_value	january+stars_20225401.html	get+behind+the+mule_20138873.html
53453	13470	dummy_value	moon+in+the+mirror_20075475.html	celebration+day_20082062.html
6921	6920	dummy_value	badge_20051230.html	badge_20034188.html
24935	305	dummy_value	filipino+box+spring+hog_20138871.html	219_20679071.html
39200	32108	dummy_value	ill+always+be+right+there_20025613.html	heaven_20025499.html
37666	4856	dummy_value	i+thought+id+seen+everything_20734130.html	another+mans+vine_20463916.html
50391	13900	dummy_value	lowdown_20724803.html	cheater+demo_20167611.html
21344	21343	dummy_value	dream_20055695.html	dream_20045717.html
72934	56581	dummy_value	take+it+to+the+limit_20805980.html	no+quarter_20082170.html
31461	31426	dummy_value	have+yourself+a+merry+little+christmas_20807191.html	have+yourself+a+merry+litlle+christmas_20726965.html
31460	31436	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20077734.html
35743	4856	dummy_value	i+cant+tell+you+why_20144418.html	another+mans+vine_20463916.html
68988	57818	dummy_value	so+lonely_10225123.html	oh+father_20814345.html
48555	17289	dummy_value	long+gone_20025528.html	daisy+summer+piper_20075458.html
34521	31419	dummy_value	house+where+nobody+lives_20138875.html	have+you+seen+the+bright+lily+grow_20535331.html
39317	39314	dummy_value	ill+be+your+baby+tonight_20236776.html	ill+be+your+baby+tonight_20088628.html
44095	44093	dummy_value	just+stand+up_20756455.html	just+stand+up_20755079.html
61434	3169	dummy_value	pony_20138878.html	all+my+love_20237847.html
53964	457	dummy_value	mr+bad+guy_10237123.html	4+minutes_20736669.html
72059	29064	dummy_value	summers+here_20069099.html	going+to+california_20081904.html
80536	56581	dummy_value	until_20277730.html	no+quarter_20082170.html
7788	7787	dummy_value	beauty+school+dropout_10220379.html	beauty+school+drop+out_21048523.html
32704	29064	dummy_value	here+today+gone+tomorrow_20075464.html	going+to+california_20081904.html
60846	3496	dummy_value	picture+in+a+frame_20138877.html	all+the+world+is+green_20239010.html
80905	3343	dummy_value	victim+of+love_20044554.html	all+stripped+down_20138804.html
62848	29522	dummy_value	ramble+on_20082096.html	good+times+bad+times_20082048.html
45136	16976	dummy_value	kommienezuspadt_20687233.html	cryin_20621464.html
57818	23245	dummy_value	oh+father_20814345.html	everybody+hurts_20693319.html
59704	24921	dummy_value	over+the+hills+far+away_20081965.html	fighting+spirit_20708313.html
48555	7230	dummy_value	long+gone_20025528.html	barcarolle_20159028.html
55632	15472	dummy_value	never+let+go_20679059.html	come+on+up+to+the+house_20138869.html
20647	7998	dummy_value	dont+stop_20086834.html	before+the+night+is+over_20025507.html
31461	31436	dummy_value	have+yourself+a+merry+little+christmas_20807191.html	have+yourself+a+merry+little+christmas_20077734.html
61434	30787	dummy_value	pony_20138878.html	hang+on+st+christopher_10242433.html
69838	40747	dummy_value	song+for+you+far+away_20069303.html	in+the+light_20082112.html
41568	27067	dummy_value	is+your+mama+gonna+miss+ya_20025630.html	funky+new+year_20197354.html
61434	30786	dummy_value	pony_20138878.html	hang+on+st+christopher_10233745.html
62848	55829	dummy_value	ramble+on_20082096.html	new+kid+in+town_20044484.html
29686	29462	dummy_value	goodnight+sweet+jesus_20106964.html	good+night+sweet+jesus_20887335.html
27968	27967	dummy_value	gigi_20823452.html	gigi_20106806.html
50964	34695	dummy_value	make+it+rain_20463891.html	how+high_20536850.html
40458	15840	dummy_value	in+darkness+let+me+dwell_20535323.html	coney+island+baby_20174293.html
31461	31441	dummy_value	have+yourself+a+merry+little+christmas_20807191.html	have+yourself+a+merry+little+christmas_20144693.html
31460	31451	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20620824.html
31461	31440	dummy_value	have+yourself+a+merry+little+christmas_20807191.html	have+yourself+a+merry+little+christmas_20139592.html
70580	27201	dummy_value	stairway+to+heaven_20082076.html	gallows+pole_20082064.html
31460	31455	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20723191.html
31460	31454	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20720583.html
31460	31456	dummy_value	have+yourself+a+merry+little+christmas_20770635.html	have+yourself+a+merry+little+christmas_20726055.html
31461	31446	dummy_value	have+yourself+a+merry+little+christmas_20807191.html	have+yourself+a+merry+little+christmas_20222059.html
31461	31444	dummy_value	have+yourself+a+merry+little+christmas_20807191.html	have+yourself+a+merry+little+christmas_20222057.html
39942	11394	dummy_value	im+lonely+but+i+aint+that+lonely+yet_20462469.html	bron+y+aur+stomp_20082107.html
11231	80	dummy_value	bring+it+on+home_20082053.html	1000000_20115204.html
40747	21583	dummy_value	in+the+light_20082112.html	driver+8_20065911.html
55632	5422	dummy_value	never+let+go_20679059.html	army+ants_20692381.html
31461	31451	dummy_value	have+yourself+a+merry+little+christmas_20807191.html	have+yourself+a+merry+little+christmas_20620824.html
14026	14025	dummy_value	chevrolet_20167673.html	chevrolet_20149294.html
57149	40869	dummy_value	nothing+fails_10172425.html	in+this+life_20086850.html
67391	67390	dummy_value	shine+on+you+crazy+diamond_21007158.html	shine+on+you+crazy+diamond_10206182.html
31461	31456	dummy_value	have+yourself+a+merry+little+christmas_20807191.html	have+yourself+a+merry+little+christmas_20726055.html
7998	4856	dummy_value	before+the+night+is+over_20025507.html	another+mans+vine_20463916.html
34940	11231	dummy_value	human+nature_20086836.html	bring+it+on+home_20082053.html
59577	25946	dummy_value	out+on+the+tiles_20611286.html	for+once+in+my+life_20058204.html
27137	16664	dummy_value	future+lovers_20536855.html	crimes+of+passion_20086904.html
8257	3343	dummy_value	bend+down+the+branches_20722276.html	all+stripped+down_20138804.html
22091	15840	dummy_value	eaten+alive_20092838.html	coney+island+baby_20174293.html
49701	17160	dummy_value	love+makes+the+world+go+round_20086979.html	cuts+like+a+knife_20025457.html
57818	48555	dummy_value	oh+father_20814345.html	long+gone_20025528.html
3036	3035	dummy_value	all+i+want+for+christmas+is+you_20771763.html	all+i+want+for+christmas+is+you_20674349.html
57599	57593	dummy_value	o+little+town+of+bethlehem_21014468.html	o+little+town+of+bethlehem_20703880.html
31881	23245	dummy_value	heartache+tonight_20044506.html	everybody+hurts_20693319.html
19751	19750	dummy_value	doctor+my+eyes_20068506.html	doctor+my+eyes_10188127.html
76083	16976	dummy_value	the+one+i+love_20115231.html	cryin_20621464.html
18337	1651	dummy_value	deep+purple_20822160.html	a+touch+away_20038784.html
46788	46786	dummy_value	let+there+be+peace+on+earth_20766932.html	let+there+be+peace+on+earth_20245913.html
35743	26789	dummy_value	i+cant+tell+you+why_20144418.html	friends_20681821.html
40985	40983	dummy_value	indian+giver_20574851.html	indian+giver_20272042.html
40767	145	dummy_value	in+the+mood_20030045.html	16+shells+from+a+30+6_20593952.html
31881	2199	dummy_value	heartache+tonight_20044506.html	after+the+thrill+is+gone_20044526.html
4507	4506	dummy_value	angel+face_20139205.html	angel+face_20053810.html
50964	19142	dummy_value	make+it+rain_20463891.html	dirt+in+the+ground_20138806.html
56833	53585	dummy_value	nobodys+fault+but+mine_20100505.html	more+than+rain_20138847.html
13383	13380	dummy_value	cats+in+the+cradle_20580623.html	cats+in+the+cradle_20141999.html
79287	3343	dummy_value	trampled+rose_20658658.html	all+stripped+down_20138804.html
40458	6234	dummy_value	in+darkness+let+me+dwell_20535323.html	baby+come+on+home_20082176.html
7230	2696	dummy_value	barcarolle_20159028.html	alice_20232596.html
50008	22042	dummy_value	love+tried+to+welcome+me_20086839.html	easy+ride_20086824.html
15165	2696	dummy_value	cold+water_20138868.html	alice_20232596.html
20647	11231	dummy_value	dont+stop_20086834.html	bring+it+on+home_20082053.html
52647	16861	dummy_value	miles+away_20736665.html	cry+baby_20086874.html
77774	77773	dummy_value	this+guys+in+love+with+you_20822097.html	this+guys+in+love+with+you_20579159.html
81684	9784	dummy_value	wasted+time_20044481.html	blow+wind+blow_20138840.html
3496	3169	dummy_value	all+the+world+is+green_20239010.html	all+my+love_20237847.html
40747	25288	dummy_value	in+the+light_20082112.html	fish+bird_20194239.html
66848	34345	dummy_value	shake+your+body_20213323.html	hot+dog_20081909.html
59261	56833	dummy_value	open+your+heart_10196218.html	nobodys+fault+but+mine_20100505.html
23378	23367	dummy_value	everyday_20336063.html	everyday_10087412.html
43535	43534	dummy_value	joy+to+the+world_20106988.html	joy+to+the+world_20092459.html
63165	63164	dummy_value	reason+to+believe_20144715.html	reason+to+believe_20107700.html
83951	83950	dummy_value	wild+horses_20342928.html	wild+horses_20117886.html
82309	75144	dummy_value	were+gonna+win_20025445.html	the+girl+i+love+she+got+long+black+wavy+hair_20081945.html
5280	4155	dummy_value	archive.html	american+life_10172428.html
46471	46457	dummy_value	let+it+be_20246192.html	let+it+be+live_20614587.html
32108	25757	dummy_value	heaven_20025499.html	fool+in+the+rain_20081899.html
46471	46459	dummy_value	let+it+be_20246192.html	let+it+be+live_20704578.html
