dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
0.8533333333333334	66019	science+friction_20147899.html	66018	science+friction+non+lp+track_20819889.html
1.0	57840	oh+holy+night_20756227.html	57839	oh+holy+night_20756155.html
0.9366666666666666	48125	live+your+life_20757916.html	48124	live+your+life_20755954.html
1.0	24977	finale_20641112.html	15768	company+finale_20128265.html
0.8733333333333333	80028	two+out+of+three+aint+bad_20101251.html	80027	two+out+of+three+aint+bad_20091283.html
0.8733333333333333	31013	happy_20092761.html	31009	happy_20027512.html
0.96	75951	the+most+wonderful+time+of+the+year_20600374.html	42435	its+the+most+wonderful+time+of+the+year_20766934.html
0.92	42628	ive+got+my+love+to+keep+me+warm_20758451.html	42627	ive+got+my+love+to+keep+me+warm_20692081.html
0.88	42628	ive+got+my+love+to+keep+me+warm_20758451.html	42625	ive+got+my+love+to+keep+me+warm_20529222.html
0.86	72136	sundays+mondays_20082709.html	72120	sunday+mondays_20143423.html
0.9433333333333334	46559	let+it+snow+let+it+snow+let+it+snow_20726044.html	46553	let+it+snow+let+it+snow+let+it+snow_20064487.html
0.8733333333333333	74587	the+christmas+song_20167376.html	74585	the+christmas+song_20167355.html
0.8933333333333333	38229	i+wish+you+love_20835813.html	38223	i+wish+you+love_20098194.html
1.0	74587	the+christmas+song_20167376.html	74576	the+christmas+song_10188894.html
0.96	48518	long+at+all_20986252.html	36328	i+get+by_20986253.html
0.86	6311	baby+im+a+want+you_20023947.html	6310	baby+im+a+want+you+feat+dottie+west_20151619.html
0.8666666666666667	81370	walk+away+renee_20144784.html	69981	sos_20957357.html
0.9633333333333334	82374	wham+rap_20059386.html	82373	wham+rap_10187040.html
1.0	15848	confessin+the+blues_20172608.html	15847	confessin+the+blues_20117918.html
1.0	67965	silver+bells_20535360.html	67955	silver+bells_10140706.html
0.9366666666666666	61848	pretty+paper_20298592.html	61847	pretty+paper_20119311.html
1.0	61848	pretty+paper_20298592.html	61846	pretty+paper_10156742.html
1.0	53139	mizake+the+mizan_20268798.html	38387	ice+pulse_20174470.html
1.0	14426	christmas+time+is+here_20771686.html	14423	christmas+time+is+here_20167413.html
1.0	14426	christmas+time+is+here_20771686.html	14424	christmas+time+is+here_20674468.html
1.0	23491	everything+must+change_20968852.html	23488	everything+must+change_20012769.html
1.0	28944	godsmack+awake_20648861.html	6047	awake_20061061.html
1.0	32130	heaven_21055210.html	32050	heaven+ii_21056195.html
0.88	14386	christmas+island_21037974.html	14383	christmas+island_20072105.html
1.0	14386	christmas+island_21037974.html	14384	christmas+island_20767838.html
0.87	873	a+different+corner_20146069.html	872	a+different+corner_20059251.html
0.9	59808	ozone_20079688.html	59807	ozone_20054740.html
1.0	84967	yes+i+understand_20105077.html	37707	i+understand_20817489.html
1.0	27435	gentle+mary+laid+her+child_20887331.html	27434	gentle+mary+laid+her+child_20674335.html
1.0	17197	da+art+of+storytellin+part+2_20482066.html	5488	art+of+storytellin+pt+2_20619224.html
1.0	36376	i+go+to+sleep_20555614.html	36375	i+go+to+sleep_20110648.html
0.8933333333333333	74597	the+christmas+song_20997902.html	74578	the+christmas+song_20042238.html
0.8566666666666667	37760	i+wanna+be+your+dog_20574853.html	37758	i+wanna+be+your+dog_20066977.html
0.95	74597	the+christmas+song_20997902.html	74585	the+christmas+song_20167355.html
1.0	74692	the+crystal+ship_10151034.html	17032	crystal+ship_20042630.html
0.9033333333333333	46788	let+there+be+peace+on+earth_20766932.html	46716	let+peace+begin+with+me_20795060.html
0.9566666666666667	71239	still_20083840.html	71237	still_20059857.html
1.0	67909	silent+night_20726048.html	67901	silent+night_20460140.html
1.0	57526	o+come+all+ye+faithful_20590441.html	57518	o+come+all+ye+faithful_20007661.html
1.0	42855	jam+back+at+the+house_10149713.html	42854	jam+back+at+the+house+beginnings_20924961.html
0.9366666666666666	40078	im+only+sleeping_20563092.html	40077	im+only+sleeping_10026376.html
0.8666666666666667	21572	drive_20189412.html	21569	drive_20027884.html
0.85	8113	bein+green_20143016.html	8112	bein+green_20056467.html
0.86	77739	this+cant+be+love_20816520.html	77738	this+cant+be+love_20565100.html
1.0	44154	just+when+i+needed+you+most_20577271.html	44153	just+when+i+needed+you+most_20041771.html
0.91	14550	cindy_20100226.html	14544	cindy+feat+nick+cave_20172463.html
0.8866666666666667	50163	lovely+day_20700589.html	42167	its+gonna+be+a+lovely+day_20703652.html
0.86	41699	it+came+upon+a+midnight+clear_20767844.html	41698	it+came+upon+a+midnight+clear_20312973.html
1.0	35078	hurt_20715562.html	35068	hurt+quiet_20923206.html
0.9266666666666666	28829	god+of+all+creation_20203949.html	28828	god+of+all+creation_10141981.html
1.0	33542	hobos+meditation_20491010.html	33541	hobos+meditation_20041778.html
1.0	32978	hey+jude_21069139.html	32972	hey+jude_20014845.html
1.0	53467	moon+river_20665773.html	53465	moon+river_20260270.html
1.0	53467	moon+river_20665773.html	53463	moon+river_20055151.html
1.0	75860	the+mediterranean_10027164.html	62096	property+quiz_10027068.html
0.9	43781	just+a+gigolo_20821160.html	43780	just+a+gigolo_20226010.html
0.9433333333333334	77889	this+land+is+your+land_20795035.html	77888	this+land+is+your+land_20518599.html
0.87	7651	beautiful+day_20720751.html	7647	beautiful+day_20141398.html
1.0	28684	go+the+distance_20807504.html	28683	go+the+distance_20092310.html
0.9166666666666666	7651	beautiful+day_20720751.html	7650	beautiful+day_20534272.html
0.97	21982	east+of+the+sun_20817461.html	21980	east+of+the+sun+and+west+of+the+moon_20821180.html
0.8566666666666667	22098	ebb+tide_20464287.html	22096	ebb+tide_20055724.html
0.86	11134	bridge+over+troubled+water_20502219.html	11130	bridge+over+troubled+water_20159131.html
0.92	24523	father+son_20028183.html	24507	father+and+son_20502217.html
1.0	57534	o+come+all+ye+faithful_20887562.html	57518	o+come+all+ye+faithful_20007661.html
0.86	16630	creepin_20176467.html	16629	creepin_20131781.html
1.0	24751	feels+like+home_20195191.html	24748	feels+like+home_20041790.html
0.8833333333333333	41450	iron+man_20308337.html	9342	black+sabbath+iron+man_20648984.html
0.8666666666666667	78210	thunderstruck_20003371.html	1900	acdc+thunderstruck_20649009.html
1.0	76449	the+rhythm+of+the+saints_20105923.html	62092	proof_20105917.html
0.9233333333333333	10036	blue_20146071.html	10029	blue_10130098.html
1.0	57534	o+come+all+ye+faithful_20887562.html	57526	o+come+all+ye+faithful_20590441.html
1.0	85335	you+go+to+my+head_20352141.html	85333	you+go+to+my+head_20017961.html
0.92	16496	crazy+he+calls+me_20177816.html	16495	crazy+he+calls+me_20017783.html
1.0	62972	ray+of+light+nocturno+keren+or_20955391.html	53140	mizmor+laila+keren+or_20956690.html
1.0	18303	deed+i+do_20813472.html	18302	deed+i+do_20618784.html
1.0	26021	for+this+cause_20811774.html	26020	for+this+cause_20626636.html
0.85	55070	my+way_21027999.html	55060	my+way_20056378.html
0.96	43542	joy+to+the+world_20700793.html	43534	joy+to+the+world_20092459.html
0.9166666666666666	43542	joy+to+the+world_20700793.html	43539	joy+to+the+world_20486286.html
0.92	3162	all+my+life_21064249.html	3149	all+my+life_20007237.html
0.9366666666666666	27233	games+without+frontiers_20622751.html	27232	games+without+frontiers_20107496.html
0.9166666666666666	52619	might+just+take+your+life_20146239.html	52618	might+just+take+your+life_20038740.html
1.0	5013	any+ole+way_20288998.html	5012	any+ole+way+live_20814687.html
1.0	901	a+drop+in+the+ocean_21041093.html	900	a+drop+in+the+ocean_20910862.html
0.8733333333333333	19589	do+what+you+say_20815555.html	19572	do+what+i+say_20626653.html
0.8533333333333334	45394	la+vie+en+rose_20249345.html	45390	la+vie+en+rose_10074588.html
0.9333333333333333	12700	cant+find+my+way+home_20627329.html	12698	cant+find+my+way+home_20051493.html
1.0	68748	smile_20098087.html	68742	smile_10186782.html
0.9433333333333334	5609	as+time+goes+by_20665987.html	5602	as+time+goes+by_20320682.html
0.9166666666666666	70542	st+judys+comet_10202246.html	70541	st+judys+comet_10156939.html
0.8966666666666666	5609	as+time+goes+by_20665987.html	5604	as+time+goes+by_20320685.html
0.8933333333333333	82365	weve+got+tonite_20593940.html	82364	weve+got+tonight_20464236.html
0.88	57841	oh+holy+night_20756555.html	57574	o+holy+night_20758177.html
1.0	44526	kentucky+woman_20098874.html	44525	kentucky+woman_20038844.html
1.0	60415	peace+will+come_10140351.html	40089	im+praying+for+the+day+peace+will+come_20949162.html
0.9533333333333334	13539	ceremony_20099905.html	13538	ceremony_20075908.html
1.0	32853	hes+funny+that+way_20958663.html	32852	hes+funny+that+way_20700586.html
0.9033333333333333	48259	lizard+love_20004493.html	2096	aerosmith+lizard_10220830.html
0.93	22328	eleanor+rigby_20073824.html	22326	eleanor+rigby_10026674.html
0.8733333333333333	37905	i+want+to+know+what+love+is_20839331.html	37904	i+want+to+know+what+love+is_20741894.html
0.9333333333333333	81927	we+cant+back+down_20878734.html	12654	cant+back+down_20878572.html
1.0	41634	isnt+this+a+lovely+day_20018059.html	41633	isnt+this+a+lovely+day_10145443.html
0.9866666666666667	15685	coming+back+to+you_20170852.html	15684	coming+back+to+you_20082896.html
0.9366666666666666	61847	pretty+paper_20119311.html	61846	pretty+paper_10156742.html
0.8633333333333333	65131	s+o+s_20107405.html	65129	s+o+s_20002640.html
0.91	43285	jingle+bell+rock_20771882.html	43281	jingle+bell+rock_20225210.html
0.8866666666666667	13867	chastitys+song+band+of+thieves_20697372.html	7123	band+of+thieves+chastitys+song_20515148.html
0.8533333333333334	43285	jingle+bell+rock_20771882.html	43278	jingle+bell+rock_20007602.html
0.8533333333333334	43285	jingle+bell+rock_20771882.html	43279	jingle+bell+rock_20225206.html
1.0	40365	immortal_21051586.html	40364	immortal_21048457.html
1.0	26050	for+you+for+me+forevermore+feat+dick+haymes_20201366.html	26049	for+you+for+me+for+evermore_20045726.html
1.0	31460	have+yourself+a+merry+little+christmas_20770635.html	31425	have+yourself+a+merry+christmas_21052123.html
0.9466666666666667	80866	vertigo_10090856.html	80865	vertigo+do+the+demolition_20926323.html
1.0	4412	and+that+my+soul+knows+very+well_20818387.html	4411	and+that+my+soul+knows+very+well_20626672.html
1.0	2754	all+about+love_20236730.html	2753	all+about+love+first+impressions_20962332.html
0.9466666666666667	45145	korn+beg+for+me_20648808.html	8036	beg+for+me_20080199.html
1.0	78815	tommy+can+you+hear+me_20146538.html	60969	pinball+wizard_20146689.html
0.9133333333333333	42122	its+beginning+to+look+a+lot+like+christmas_20815016.html	42120	its+beginning+to+look+a+lot+like+christmas_20312236.html
0.8566666666666667	31460	have+yourself+a+merry+little+christmas_20770635.html	31448	have+yourself+a+merry+little+christmas_20222065.html
0.9166666666666666	31806	heart+of+gold_20531469.html	31802	heart+of+gold_20098988.html
0.8633333333333333	22182	edith+the+kingpin_20075351.html	22181	edith+and+the+kingpin_20739641.html
1.0	62972	ray+of+light+nocturno+keren+or_20955391.html	62971	ray+of+light+keren+or_20672169.html
1.0	83024	when+the+heartache+is+over_20144716.html	83023	when+the+heartache+is+over_20137683.html
0.9033333333333333	31461	have+yourself+a+merry+little+christmas_20807191.html	31428	have+yourself+a+merry+little+christmas_10163491.html
0.9366666666666666	43544	joy+to+the+world_20834401.html	43541	joy+to+the+world_20674448.html
1.0	44094	just+stand+up_20755080.html	44092	just+stand+up_20755078.html
0.8533333333333334	44094	just+stand+up_20755080.html	44093	just+stand+up_20755079.html
0.9833333333333333	44094	just+stand+up_20755080.html	44090	just+stand+up_20755072.html
0.8533333333333334	44095	just+stand+up_20756455.html	44092	just+stand+up_20755078.html
0.8666666666666667	44095	just+stand+up_20756455.html	44090	just+stand+up_20755072.html
0.8666666666666667	74883	the+end+of+the+world_20144782.html	74881	the+end+of+the+world_20027550.html
0.8533333333333334	44095	just+stand+up_20756455.html	44094	just+stand+up_20755080.html
0.85	19752	doctor+my+eyes_20180017.html	19751	doctor+my+eyes_20068506.html
0.8666666666666667	16983	crying+in+the+chapel_20633038.html	16982	crying+in+the+chapel_20049090.html
1.0	20419	dont+let+the+sun+go+down+on+me_20815915.html	20418	dont+let+the+sun+go+down+on+me_20784236.html
0.9466666666666667	20419	dont+let+the+sun+go+down+on+me_20815915.html	20415	dont+let+the+sun+go+down+on+me_20059284.html
1.0	5691	ask+the+lonely_20228154.html	5690	ask+the+lonely_20144773.html
1.0	36920	i+live+for+you_20631798.html	36917	i+live+for+you+edited+finished+version+1969_20247948.html
0.9166666666666666	76993	the+turn+of+a+friendly+card_20005406.html	76992	the+turn+of+a+friendly+card+part+one_20952380.html
1.0	31460	have+yourself+a+merry+little+christmas_20770635.html	31450	have+yourself+a+merry+little+christmas_20529227.html
1.0	31460	have+yourself+a+merry+little+christmas_20770635.html	31457	have+yourself+a+merry+little+christmas_20755082.html
1.0	31460	have+yourself+a+merry+little+christmas_20770635.html	31459	have+yourself+a+merry+little+christmas_20765880.html
1.0	31460	have+yourself+a+merry+little+christmas_20770635.html	31458	have+yourself+a+merry+little+christmas_20756623.html
0.9866666666666667	2880	all+for+love_20237089.html	2878	all+for+love_20117266.html
0.8533333333333334	10684	box+of+rain_20062291.html	10683	box+of+rain_20035209.html
0.9	6326	baby+its+cold+outside_20476235.html	6321	baby+its+cold+outside_10242776.html
1.0	54641	my+heart+belongs+to+someone+else+i+wish+ithellip_20456394.html	54640	my+heart+belongs+to+someone+else+i+wish+it+was+mine_20267553.html
0.8866666666666667	57599	o+little+town+of+bethlehem_21014468.html	57590	o+little+town+of+bethlehem_20246864.html
0.8866666666666667	50165	lovely+day_21003167.html	50163	lovely+day_20700589.html
1.0	50165	lovely+day_21003167.html	50161	lovely+day_20248473.html
0.9633333333333334	51586	mary+did+you+know_20674238.html	51583	mary+did+you+know_20114568.html
1.0	32730	here+we+go+round+the+mulberry+bush_20463693.html	32729	here+we+go+round+the+mulberry+bush_20131354.html
1.0	84620	working+in+the+coal+mine_20820567.html	84618	working+in+a+coal+mine_20039682.html
1.0	15507	come+rain+or+come+shine_20171445.html	15502	come+rain+or+come+shine_20042090.html
1.0	72526	sweet+dreams_10200676.html	72523	sweet+dreams+of+you_20348409.html
1.0	15507	come+rain+or+come+shine_20171445.html	15503	come+rain+or+come+shine_20045703.html
1.0	15507	come+rain+or+come+shine_20171445.html	15504	come+rain+or+come+shine_20056366.html
1.0	77774	this+guys+in+love+with+you_20822097.html	77771	this+guys+in+love+with+you_20102450.html
1.0	10731	boys+girls+like+you+me_20163904.html	10721	boys+and+girls+like+you+and+me_20163905.html
1.0	57515	o+christmas+tree_20887563.html	57514	o+christmas+tree_20807037.html
1.0	26528	free+in+you_10144409.html	3377	all+that+we+let+in_10144410.html
1.0	28524	glorify+your+name_20809203.html	28523	glorify+your+name_20541611.html
1.0	47865	little+drummer+boy_20889765.html	47861	little+drummer+boy_20748155.html
1.0	47865	little+drummer+boy_20889765.html	47862	little+drummer+boy_20756618.html
1.0	47865	little+drummer+boy_20889765.html	47863	little+drummer+boy_20770631.html
0.88	57840	oh+holy+night_20756227.html	57574	o+holy+night_20758177.html
0.8866666666666667	6330	baby+its+cold+outside_20819452.html	6326	baby+its+cold+outside_20476235.html
1.0	27079	funny+familiar+forgotten+feelings_20824271.html	27078	funny+familiar+forgotten+feelings_20138363.html
1.0	78202	thunderball_20138376.html	62049	promise+her+anything_20825644.html
0.8866666666666667	38180	i+will_20700569.html	38170	i+will_10026041.html
0.9166666666666666	37906	i+want+to+know+what+love+is_20851474.html	37904	i+want+to+know+what+love+is_20741894.html
1.0	35076	hurt_20219508.html	35073	hurt_10193059.html
1.0	22348	electric+church+red+house_20232616.html	22347	electric+chruch+red+house_20071583.html
1.0	56324	no+good+trying_20274224.html	56323	no+good+trying_20108828.html
0.96	48171	living+after+midnight_20076163.html	43585	judas+priest+living+after+midnight_20648821.html
0.8533333333333334	38798	if+love+were+all_20491994.html	38797	if+love+were+all_20107079.html
0.9666666666666667	68337	sixteen+tons_20807042.html	148	16+tons_21070631.html
0.8933333333333333	70799	stars_20118724.html	70735	star_20328085.html
1.0	46471	let+it+be_20246192.html	46470	let+it+be_20105559.html
1.0	61783	press+on_20792701.html	33686	hold+on_20792680.html
0.8966666666666666	80402	unforgettable_20098216.html	80401	unforgettable_20098118.html
0.9366666666666666	68271	sisters+of+mercy_20132446.html	68270	sisters+of+mercy_20082887.html
1.0	58773	one+nation+under+a+groove_20815200.html	58772	one+nation+under+a+groove+part+1_20281645.html
0.8733333333333333	46471	let+it+be_20246192.html	46467	let+it+be_10026524.html
0.8966666666666666	46471	let+it+be_20246192.html	46469	let+it+be_20073713.html
1.0	26172	forever+one_20065218.html	26127	forever+and+one+neverland_20497900.html
0.8566666666666667	54681	my+home_20523525.html	34011	home_20812830.html
0.9033333333333333	69492	someone+to+watch+over+me_20753988.html	69491	someone+to+watch+over+me_20700701.html
0.95	19620	do+you+hear+what+i+hear_20192185.html	19617	do+you+hear+what+i+hear_20143504.html
1.0	29412	good+morning+britain_20010301.html	29411	good+morning+britain+aztec+camera_20671043.html
1.0	82682	what+you+sayin_20654854.html	32199	heavy_20654861.html
1.0	46480	let+it+be_21069137.html	46467	let+it+be_10026524.html
0.86	26030	for+what+its+worth_10245595.html	26029	for+what+its+worth+mr+soul_10190811.html
0.8833333333333333	56005	nib_20527934.html	55152	n+i+b_20142045.html
0.9766666666666667	74855	the+edge+of+heaven_20146074.html	22166	edge+of+heaven_20059363.html
1.0	15483	come+on_20146056.html	15477	come+on_20059358.html
0.97	23541	everythings+beautiful+in+its+own+way_20494893.html	23540	everythings+beautful+in+its+own+way+feat+willie+nelson_20336296.html
1.0	30685	hammer+to+fall_20606941.html	30684	hammer+to+fall_20112722.html
0.9566666666666667	30737	handle+with+care_20830557.html	30733	handle+me+with+care_20631800.html
1.0	46480	let+it+be_21069137.html	46477	let+it+be_20820024.html
0.89	21929	earlybird_20044428.html	21906	early+bird_20712306.html
0.8833333333333333	13931	cheek+to+cheek_20165773.html	13929	cheek+to+cheek_20068098.html
0.8733333333333333	46480	let+it+be_21069137.html	46470	let+it+be_20105559.html
0.8733333333333333	46480	let+it+be_21069137.html	46471	let+it+be_20246192.html
1.0	21029	down+in+the+depths+on+the+ninetiethhellip_20455861.html	21028	down+in+the+depths+on+the+ninetieth+floor+ballard+kaye_20191645.html
0.9	42586	ive+got+a+crush+on+you_20990482.html	42585	ive+got+a+crush+on+you_20692087.html
1.0	5606	as+time+goes+by_20320688.html	5601	as+time+goes+by_20320681.html
0.97	46480	let+it+be_21069137.html	46469	let+it+be_20073713.html
1.0	52504	michelle_21027912.html	52502	michelle_10026487.html
1.0	5902	auld+lang+syne_20756212.html	5901	auld+lang+syne_20756198.html
1.0	5902	auld+lang+syne_20756212.html	5900	auld+lang+syne_20718318.html
1.0	71888	suedehead_10183613.html	40162	im+so+sorry_20471620.html
1.0	60639	perfect+strangers_20038780.html	18336	deep+purple+perfect+strangers_20648948.html
0.8633333333333333	10589	both+sides+now_20695154.html	10587	both+sides+now_20162243.html
1.0	22061	easy+to+love_20817004.html	22056	easy+to+love_20017881.html
1.0	22061	easy+to+love_20817004.html	22057	easy+to+love_20045720.html
0.93	71831	substitute_20146547.html	71830	substitute_20113773.html
1.0	41517	is+that+love_20129135.html	38781	if+its+love_20129236.html
0.91	36253	i+feel+you_20196706.html	36252	i+feel+you_20039361.html
